ncode,proba_0,proba_1,proba_2,proba_3,proba_4
N4628HD,0.004202358424663544,0.987438976764679,0.002786247292533517,0.002786247292533517,0.002786247292533517
N4638HD,0.9356437921524048,0.02158907987177372,0.014255724847316742,0.014255724847316742,0.014255724847316742
N4639HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4642HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4646HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4631HD,0.9601712226867676,0.016113966703414917,0.007904919795691967,0.007904919795691967,0.007904919795691967
N4656HD,0.11559310555458069,0.5376274585723877,0.11559310555458069,0.11559310555458069,0.11559310555458069
N4658HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4661HD,0.9371841549873352,0.021124912425875664,0.013896984979510307,0.013896984979510307,0.013896984979510307
N4665HD,0.9601442217826843,0.01612519659101963,0.007910194806754589,0.007910194806754589,0.007910194806754589
N4667HD,0.9781962633132935,0.019624290987849236,0.0007265320746228099,0.0007265320746228099,0.0007265320746228099
N4669HD,0.41447386145591736,0.531970202922821,0.01785195991396904,0.01785195991396904,0.01785195991396904
N4673HD,0.004202307667583227,0.9874393343925476,0.0027861553244292736,0.0027861553244292736,0.0027861553244292736
N0760HD,0.004109890665858984,0.9877919554710388,0.0026994466315954924,0.0026994466315954924,0.0026994466315954924
N4672HD,0.9601847529411316,0.016108347102999687,0.007902279496192932,0.007902279496192932,0.007902279496192932
N2593HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4677HD,0.4851720929145813,0.4575049877166748,0.01910763792693615,0.01910763792693615,0.01910763792693615
N4680HD,0.004110036417841911,0.9877907037734985,0.0026997108943760395,0.0026997108943760395,0.0026997108943760395
N4688HD,0.9588780999183655,0.016707221046090126,0.008138194680213928,0.008138194680213928,0.008138194680213928
N4689HD,0.978413462638855,0.019443035125732422,0.0007145474082790315,0.0007145474082790315,0.0007145474082790315
N4691HD,0.9588780999183655,0.016707221046090126,0.008138194680213928,0.008138194680213928,0.008138194680213928
N4692HD,0.002234448678791523,0.9964309930801392,0.00044479756616055965,0.00044479756616055965,0.00044479756616055965
N4694HD,0.002253399696201086,0.9963890314102173,0.0004525471886154264,0.0004525471886154264,0.0004525471886154264
N4695HD,0.9781962633132935,0.019624290987849236,0.0007265320746228099,0.0007265320746228099,0.0007265320746228099
N4699HD,0.0040197428315877914,0.988132655620575,0.002615915844216943,0.002615915844216943,0.002615915844216943
N4703HD,0.9974988102912903,0.002062734914943576,0.0001460945059079677,0.0001460945059079677,0.0001460945059079677
N4704HD,0.9588780999183655,0.016707221046090126,0.008138194680213928,0.008138194680213928,0.008138194680213928
N4708HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4714HD,0.004202307667583227,0.9874393343925476,0.0027861553244292736,0.0027861553244292736,0.0027861553244292736
N4721HD,0.0013675213558599353,0.9978249073028564,0.00026914049522019923,0.00026914049522019923,0.00026914049522019923
N4722HD,0.9781962633132935,0.019624290987849236,0.0007265320746228099,0.0007265320746228099,0.0007265320746228099
N4724HD,0.9781962633132935,0.019624290987849236,0.0007265320746228099,0.0007265320746228099,0.0007265320746228099
N4726HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4735HD,0.0013675213558599353,0.9978249073028564,0.00026914049522019923,0.00026914049522019923,0.00026914049522019923
N4063HD,0.002253399696201086,0.9963890314102173,0.0004525471886154264,0.0004525471886154264,0.0004525471886154264
N4712HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4738HD,0.0036204808857291937,0.9889683723449707,0.002470380859449506,0.002470380859449506,0.002470380859449506
N4740HD,0.9364133477210999,0.021357305347919464,0.01407639216631651,0.01407639216631651,0.01407639216631651
N4742HD,0.029114875942468643,0.8835403919219971,0.029114875942468643,0.029114875942468643,0.029114875942468643
N4745HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4747HD,0.9937784075737,0.0046435571275651455,0.000526049523614347,0.000526049523614347,0.000526049523614347
N4750HD,0.9588847756385803,0.01670445315539837,0.008136861957609653,0.008136861957609653,0.008136861957609653
N4752HD,0.4760121703147888,0.4652274250984192,0.019586781039834023,0.019586781039834023,0.019586781039834023
N4754HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4755HD,0.0012756582582369447,0.9979605674743652,0.00025460735196247697,0.00025460735196247697,0.00025460735196247697
N4756HD,0.004019696731120348,0.988132655620575,0.002615830861032009,0.002615830861032009,0.002615830861032009
N4757HD,0.978413462638855,0.019443035125732422,0.0007145474082790315,0.0007145474082790315,0.0007145474082790315
N4759HD,0.9781962633132935,0.019624290987849236,0.0007265320746228099,0.0007265320746228099,0.0007265320746228099
N4762HD,0.95951247215271,0.016417663544416428,0.008023218251764774,0.008023218251764774,0.008023218251764774
N4763HD,0.004202307667583227,0.9874393343925476,0.0027861553244292736,0.0027861553244292736,0.0027861553244292736
N4767HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4769HD,0.4760715365409851,0.46517708897590637,0.01958378590643406,0.01958378590643406,0.01958378590643406
N4770HD,0.9601847529411316,0.016108347102999687,0.007902279496192932,0.007902279496192932,0.007902279496192932
N4676HD,0.17884771525859833,0.493929386138916,0.10907430201768875,0.10907430201768875,0.10907430201768875
N4614HD,0.9379553198814392,0.020891984924674034,0.01371756475418806,0.01371756475418806,0.01371756475418806
N4774HD,0.028848640620708466,0.8846055269241333,0.028848640620708466,0.028848640620708466,0.028848640620708466
N4778HD,0.4760121703147888,0.4652274250984192,0.019586781039834023,0.019586781039834023,0.019586781039834023
N4780HD,0.019044842571020126,0.9238204956054688,0.019044842571020126,0.019044842571020126,0.019044842571020126
N4783HD,0.0013676848029717803,0.9978247880935669,0.0002691602276172489,0.0002691602276172489,0.0002691602276172489
N4789HD,0.9937784075737,0.0046435571275651455,0.000526049523614347,0.000526049523614347,0.000526049523614347
N4792HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4793HD,0.0013673552311956882,0.9978255033493042,0.0002691203844733536,0.0002691203844733536,0.0002691203844733536
N4794HD,0.4760121703147888,0.4652274250984192,0.019586781039834023,0.019586781039834023,0.019586781039834023
N4799HD,0.9781914353370667,0.019628072157502174,0.0007267834153026342,0.0007267834153026342,0.0007267834153026342
N4800HD,0.9601442217826843,0.01612519659101963,0.007910194806754589,0.007910194806754589,0.007910194806754589
N4808HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4809HD,0.002234448678791523,0.9964309930801392,0.00044479756616055965,0.00044479756616055965,0.00044479756616055965
N4634HD,0.035166725516319275,0.8830549716949463,0.027259409427642822,0.027259409427642822,0.027259409427642822
N4784HD,0.9781914353370667,0.019628072157502174,0.0007267834153026342,0.0007267834153026342,0.0007267834153026342
N4815HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4816HD,0.9601847529411316,0.016108347102999687,0.007902279496192932,0.007902279496192932,0.007902279496192932
N4817HD,0.9781962633132935,0.019624290987849236,0.0007265320746228099,0.0007265320746228099,0.0007265320746228099
N4818HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4821HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4830HD,0.9601442217826843,0.01612519659101963,0.007910194806754589,0.007910194806754589,0.007910194806754589
N4748HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4684HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N0389HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4796HD,0.8705781102180481,0.06698634475469589,0.020811814814805984,0.020811814814805984,0.020811814814805984
N4834HD,0.9588780999183655,0.016707221046090126,0.008138194680213928,0.008138194680213928,0.008138194680213928
N4835HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4837HD,0.9781962633132935,0.019624290987849236,0.0007265320746228099,0.0007265320746228099,0.0007265320746228099
N4838HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4839HD,0.40745818614959717,0.537959098815918,0.018194250762462616,0.018194250762462616,0.018194250762462616
N4842HD,0.9607862234115601,0.015829481184482574,0.007794772274792194,0.007794772274792194,0.007794772274792194
N4844HD,0.978413462638855,0.019443035125732422,0.0007145474082790315,0.0007145474082790315,0.0007145474082790315
N4846HD,0.018827788531780243,0.9246889352798462,0.018827788531780243,0.018827788531780243,0.018827788531780243
N4847HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4849HD,0.004202307667583227,0.9874393343925476,0.0027861553244292736,0.0027861553244292736,0.0027861553244292736
N4852HD,0.9601442217826843,0.01612519659101963,0.007910194806754589,0.007910194806754589,0.007910194806754589
N4853HD,0.41447386145591736,0.531970202922821,0.01785195991396904,0.01785195991396904,0.01785195991396904
N4856HD,0.9601712226867676,0.016113966703414917,0.007904919795691967,0.007904919795691967,0.007904919795691967
N4858HD,0.41447386145591736,0.531970202922821,0.01785195991396904,0.01785195991396904,0.01785195991396904
N4860HD,0.004109987523406744,0.9877911806106567,0.0026996221859008074,0.0026996221859008074,0.0026996221859008074
N4861HD,0.9781962633132935,0.019624290987849236,0.0007265320746228099,0.0007265320746228099,0.0007265320746228099
N4863HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4864HD,0.4848147928714752,0.45780879259109497,0.01912546716630459,0.01912546716630459,0.01912546716630459
N4866HD,0.978413462638855,0.019443035125732422,0.0007145474082790315,0.0007145474082790315,0.0007145474082790315
N4012HD,0.9781962633132935,0.019624290987849236,0.0007265320746228099,0.0007265320746228099,0.0007265320746228099
N4825HD,0.004110036417841911,0.9877907037734985,0.0026997108943760395,0.0026997108943760395,0.0026997108943760395
N4875HD,0.0008052398334257305,0.9977977275848389,0.00046569472760893404,0.00046569472760893404,0.00046569472760893404
N4878HD,0.018827788531780243,0.9246889352798462,0.018827788531780243,0.018827788531780243,0.018827788531780243
N4883HD,0.4145820736885071,0.5318704843521118,0.017849169671535492,0.017849169671535492,0.017849169671535492
N4884HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4887HD,0.9607862234115601,0.015829481184482574,0.007794772274792194,0.007794772274792194,0.007794772274792194
N4891HD,0.2888681888580322,0.5704167485237122,0.04690498486161232,0.04690498486161232,0.04690498486161232
N4892HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4895HD,0.9607928991317749,0.015826722607016563,0.007793469820171595,0.007793469820171595,0.007793469820171595
N4899HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4898HD,0.9781914353370667,0.019628072157502174,0.0007267834153026342,0.0007267834153026342,0.0007267834153026342
N4902HD,0.9588847756385803,0.01670445315539837,0.008136861957609653,0.008136861957609653,0.008136861957609653
N4904HD,0.01861409656703472,0.925543487071991,0.01861409656703472,0.01861409656703472,0.01861409656703472
N4906HD,0.9601847529411316,0.016108347102999687,0.007902279496192932,0.007902279496192932,0.007902279496192932
N4909HD,0.48927903175354004,0.45403969287872314,0.018893718719482422,0.018893718719482422,0.018893718719482422
N4912HD,0.9781962633132935,0.019624290987849236,0.0007265320746228099,0.0007265320746228099,0.0007265320746228099
N4913HD,0.9601712226867676,0.016113966703414917,0.007904919795691967,0.007904919795691967,0.007904919795691967
N4914HD,0.9781962633132935,0.019624290987849236,0.0007265320746228099,0.0007265320746228099,0.0007265320746228099
N4908HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4937HD,0.9781936407089233,0.019626183435320854,0.0007266575703397393,0.0007266575703397393,0.0007266575703397393
N4938HD,0.978413462638855,0.019443035125732422,0.0007145474082790315,0.0007145474082790315,0.0007145474082790315
N4949HD,0.9601847529411316,0.016108347102999687,0.007902279496192932,0.007902279496192932,0.007902279496192932
N4952HD,0.95951247215271,0.016417663544416428,0.008023218251764774,0.008023218251764774,0.008023218251764774
N4954HD,0.9601712226867676,0.016113966703414917,0.007904919795691967,0.007904919795691967,0.007904919795691967
N7917HB,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N4951HD,0.9601510167121887,0.01612238772213459,0.00790887326002121,0.00790887326002121,0.00790887326002121
N0385HC,0.013131853193044662,0.9621342420578003,0.008244648575782776,0.008244648575782776,0.008244648575782776
N3920HD,0.9595056772232056,0.016420530155301094,0.008024557493627071,0.008024557493627071,0.008024557493627071
N9498GW,0.7564084529876709,0.23161709308624268,0.003991507925093174,0.003991507925093174,0.003991507925093174
N4961HD,0.9795658588409424,0.018267810344696045,0.0007221759296953678,0.0007221759296953678,0.0007221759296953678
N4965HD,0.9636893272399902,0.014711332507431507,0.007199845276772976,0.007199845276772976,0.007199845276772976
N4967HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N4968HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N4973HD,0.4286371171474457,0.5209426283836365,0.016806740313768387,0.016806740313768387,0.016806740313768387
N4976HD,0.5008862018585205,0.44384437799453735,0.018423112109303474,0.018423112109303474,0.018423112109303474
N4977HD,0.9795658588409424,0.018267810344696045,0.0007221759296953678,0.0007221759296953678,0.0007221759296953678
N4978HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N4982HD,0.00423515634611249,0.98739093542099,0.0027912952937185764,0.0027912952937185764,0.0027912952937185764
N4983HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N4984HD,0.9796231389045715,0.018193533644080162,0.0007277409895323217,0.0007277409895323217,0.0007277409895323217
N4992HD,0.018177460879087448,0.927290141582489,0.018177460879087448,0.018177460879087448,0.018177460879087448
N5000HD,0.18499399721622467,0.4907844066619873,0.1080738827586174,0.1080738827586174,0.1080738827586174
N5006HD,0.00396209629252553,0.9884198904037476,0.0025393012911081314,0.0025393012911081314,0.0025393012911081314
N5007HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N5008HD,0.9758484363555908,0.01935115084052086,0.0016001103213056922,0.0016001103213056922,0.0016001103213056922
N5011HD,0.0040510306134819984,0.9880875945091248,0.002620491897687316,0.002620491897687316,0.002620491897687316
N5020HD,0.004051180090755224,0.9880863428115845,0.002620752202346921,0.002620752202346921,0.002620752202346921
N5024HD,0.044260889291763306,0.9484354257583618,0.002434622263535857,0.002434622263535857,0.002434622263535857
N4826HD,0.9642370939254761,0.014455750584602356,0.007102376781404018,0.007102376781404018,0.007102376781404018
N5032HD,0.9636706113815308,0.014719045720994473,0.007203462067991495,0.007203462067991495,0.007203462067991495
N5041HD,0.9637013673782349,0.014706178568303585,0.007197429426014423,0.007197429426014423,0.007197429426014423
N5043HD,0.9796211123466492,0.01819530688226223,0.000727867241948843,0.000727867241948843,0.000727867241948843
N5044HD,0.043076954782009125,0.8276922702789307,0.043076954782009125,0.043076954782009125,0.043076954782009125
N5045HD,0.9796231389045715,0.018193533644080162,0.0007277409895323217,0.0007277409895323217,0.0007277409895323217
N5004HD,0.9636706113815308,0.014719045720994473,0.007203462067991495,0.007203462067991495,0.007203462067991495
N5055HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N5056HD,0.0007894112495705485,0.997865617275238,0.0004483073716983199,0.0004483073716983199,0.0004483073716983199
N5057HD,0.5007671117782593,0.4439460337162018,0.01842898316681385,0.01842898316681385,0.01842898316681385
N5059HD,0.5008265972137451,0.443895161151886,0.018426043912768364,0.018426043912768364,0.018426043912768364
N5061HD,0.9796231389045715,0.018193533644080162,0.0007277409895323217,0.0007277409895323217,0.0007277409895323217
N5018HD,0.9636644124984741,0.014721611514687538,0.007204666268080473,0.007204666268080473,0.007204666268080473
N4896HD,0.9636706113815308,0.014719045720994473,0.007203462067991495,0.007203462067991495,0.007203462067991495
N5064HD,0.428801029920578,0.5207911133766174,0.016802631318569183,0.016802631318569183,0.016802631318569183
N5065HD,0.9796231389045715,0.018193533644080162,0.0007277409895323217,0.0007277409895323217,0.0007277409895323217
N5067HD,0.004051180090755224,0.9880863428115845,0.002620752202346921,0.002620752202346921,0.002620752202346921
N5070HD,0.5005286335945129,0.4441492259502411,0.018440723419189453,0.018440723419189453,0.018440723419189453
N5071HD,0.9796211123466492,0.01819530688226223,0.000727867241948843,0.000727867241948843,0.000727867241948843
N5072HD,0.9796211123466492,0.01819530688226223,0.000727867241948843,0.000727867241948843,0.000727867241948843
N5074HD,0.4156040549278259,0.5684047937393188,0.005330386105924845,0.005330386105924845,0.005330386105924845
N5075HD,0.9636706113815308,0.014719045720994473,0.007203462067991495,0.007203462067991495,0.007203462067991495
N4923HD,0.9636706113815308,0.014719045720994473,0.007203462067991495,0.007203462067991495,0.007203462067991495
N5076HD,0.9636893272399902,0.014711332507431507,0.007199845276772976,0.007199845276772976,0.007199845276772976
N5079HD,0.9624868631362915,0.015267455019056797,0.007415300235152245,0.007415300235152245,0.007415300235152245
N5080HD,0.004051128402352333,0.9880868196487427,0.0026206637267023325,0.0026206637267023325,0.0026206637267023325
N5082HD,0.9630863070487976,0.01498950645327568,0.007308036554604769,0.007308036554604769,0.007308036554604769
N5083HD,0.9630863070487976,0.01498950645327568,0.007308036554604769,0.007308036554604769,0.007308036554604769
N5085HD,0.9637013673782349,0.014706178568303585,0.007197429426014423,0.007197429426014423,0.007197429426014423
N5051HD,0.9796231389045715,0.018193533644080162,0.0007277409895323217,0.0007277409895323217,0.0007277409895323217
N5039HD,0.028744732961058617,0.8850210309028625,0.028744732961058617,0.028744732961058617,0.028744732961058617
N5088HD,0.9796231389045715,0.018193533644080162,0.0007277409895323217,0.0007277409895323217,0.0007277409895323217
N5091HD,0.9796211123466492,0.01819530688226223,0.000727867241948843,0.000727867241948843,0.000727867241948843
N5093HD,0.9624868631362915,0.015267455019056797,0.007415300235152245,0.007415300235152245,0.007415300235152245
N5100HD,0.9624868631362915,0.015267455019056797,0.007415300235152245,0.007415300235152245,0.007415300235152245
N5103HD,0.018177460879087448,0.927290141582489,0.018177460879087448,0.018177460879087448,0.018177460879087448
N5104HD,0.9636644124984741,0.014721611514687538,0.007204666268080473,0.007204666268080473,0.007204666268080473
N5105HD,0.941037654876709,0.019894996657967567,0.013022463768720627,0.013022463768720627,0.013022463768720627
N5106HD,0.9630863070487976,0.01498950645327568,0.007308036554604769,0.007308036554604769,0.007308036554604769
N5109HD,0.9796211123466492,0.01819530688226223,0.000727867241948843,0.000727867241948843,0.000727867241948843
N5112HD,0.004050936084240675,0.988088071346283,0.0026203207671642303,0.0026203207671642303,0.0026203207671642303
N5115HD,0.8367571830749512,0.15445686876773834,0.0029286618810147047,0.0029286618810147047,0.0029286618810147047
N5120HD,0.7685580849647522,0.07233855128288269,0.0530344620347023,0.0530344620347023,0.0530344620347023
N5121HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N5122HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N8305HB,0.9636644124984741,0.014721611514687538,0.007204666268080473,0.007204666268080473,0.007204666268080473
N5126HD,0.9624868631362915,0.015267455019056797,0.007415300235152245,0.007415300235152245,0.007415300235152245
N5128HD,0.9636644124984741,0.014721611514687538,0.007204666268080473,0.007204666268080473,0.007204666268080473
N5133HD,0.9624868631362915,0.015267455019056797,0.007415300235152245,0.007415300235152245,0.007415300235152245
N5135HD,0.9630863070487976,0.01498950645327568,0.007308036554604769,0.007308036554604769,0.007308036554604769
N5143HD,0.9796231389045715,0.018193533644080162,0.0007277409895323217,0.0007277409895323217,0.0007277409895323217
N5144HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N5149HD,0.004051180090755224,0.9880863428115845,0.002620752202346921,0.002620752202346921,0.002620752202346921
N5152HD,0.9630863070487976,0.01498950645327568,0.007308036554604769,0.007308036554604769,0.007308036554604769
N4394HD,0.428801029920578,0.5207911133766174,0.016802631318569183,0.016802631318569183,0.016802631318569183
N5029HD,0.028477782383561134,0.8860889673233032,0.028477782383561134,0.028477782383561134,0.028477782383561134
N4368HD,0.9630863070487976,0.01498950645327568,0.007308036554604769,0.007308036554604769,0.007308036554604769
N5013HD,0.003543111030012369,0.9893248677253723,0.0023774190340191126,0.0023774190340191126,0.0023774190340191126
N5153HD,0.4251768887042999,0.5239158868789673,0.01696907915174961,0.01696907915174961,0.01696907915174961
N5157HD,0.9796231389045715,0.018193533644080162,0.0007277409895323217,0.0007277409895323217,0.0007277409895323217
N5170HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N5172HD,0.9637013673782349,0.014706178568303585,0.007197429426014423,0.007197429426014423,0.007197429426014423
N5173HD,0.42512235045433044,0.5239663124084473,0.016970450058579445,0.016970450058579445,0.016970450058579445
N5147HD,0.004051180090755224,0.9880863428115845,0.002620752202346921,0.002620752202346921,0.002620752202346921
N5178HD,0.9636644124984741,0.014721611514687538,0.007204666268080473,0.007204666268080473,0.007204666268080473
N5180HD,0.008383930660784245,0.9664642214775085,0.008383930660784245,0.008383930660784245,0.008383930660784245
N5181HD,0.42512235045433044,0.5239663124084473,0.016970450058579445,0.016970450058579445,0.016970450058579445
N5182HD,0.9796231389045715,0.018193533644080162,0.0007277409895323217,0.0007277409895323217,0.0007277409895323217
N5183HD,0.9796211123466492,0.01819530688226223,0.000727867241948843,0.000727867241948843,0.000727867241948843
N5185HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N5187HD,0.028477782383561134,0.8860889673233032,0.028477782383561134,0.028477782383561134,0.028477782383561134
N5188HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N5190HD,0.9624868631362915,0.015267455019056797,0.007415300235152245,0.007415300235152245,0.007415300235152245
N5192HD,0.9796211123466492,0.01819530688226223,0.000727867241948843,0.000727867241948843,0.000727867241948843
N5193HD,0.9630863070487976,0.01498950645327568,0.007308036554604769,0.007308036554604769,0.007308036554604769
N5197HD,0.9795658588409424,0.018267810344696045,0.0007221759296953678,0.0007221759296953678,0.0007221759296953678
N5198HD,0.18373994529247284,0.49285730719566345,0.1078009232878685,0.1078009232878685,0.1078009232878685
N5199HD,0.3181537389755249,0.3022594153881073,0.12652896344661713,0.12652896344661713,0.12652896344661713
N5200HD,0.9795658588409424,0.018267810344696045,0.0007221759296953678,0.0007221759296953678,0.0007221759296953678
N5203HD,0.49171414971351624,0.451597660779953,0.018896035850048065,0.018896035850048065,0.018896035850048065
N5209HD,0.49171414971351624,0.451597660779953,0.018896035850048065,0.018896035850048065,0.018896035850048065
N5212HD,0.9796231389045715,0.018193533644080162,0.0007277409895323217,0.0007277409895323217,0.0007277409895323217
N5215HD,0.004051180090755224,0.9880863428115845,0.002620752202346921,0.002620752202346921,0.002620752202346921
N3574HD,0.9624931216239929,0.015264788642525673,0.007414058316498995,0.007414058316498995,0.007414058316498995
N4760HD,0.0286097414791584,0.8855610489845276,0.0286097414791584,0.0286097414791584,0.0286097414791584
N5225HD,0.9636893272399902,0.014711332507431507,0.007199845276772976,0.007199845276772976,0.007199845276772976
